type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnumy;avg_fixed_acidity;avg_volatile_acidity;avg_citric_acid;avg_residual_sugar;avg_chlorides;avg_free_sulfur_dioxide;avg_total_sulfur_dioxide;avg_density;avg_pH;avg_sulphates;avg_alcohol;avg_quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum;repeats
white;7.3000000000;0.2400000000;0.3400000000;15.4000000000;0.0500000000;38.0000000000;174.0000000000;0.9983000000;3.0300000000;0.4200000000;9.0000000000;6;938;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.405400;0.079525;2.582506;0.257763;0.504245;0.825561;0.002719;0.069408;0.266947;0.130467;0;6.411715;715;1
white;7.3000000000;0.2400000000;0.3900000000;3.6000000000;0.0240000000;35.0000000000;116.0000000000;0.9928000000;3.1700000000;0.5100000000;10.9000000000;5;1214;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.405400;0.238278;0.162531;0.643726;0.385489;0.217040;0.002804;0.026410;0.109864;0.053100;0;3.531816;76;1
white;7.3000000000;0.2500000000;0.3900000000;6.4000000000;0.0340000000;8.0000000000;84.0000000000;0.9942000000;3.1800000000;0.4600000000;11.5000000000;5;928;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.380625;0.238278;0.488833;0.495279;0.683316;0.118694;0.001398;0.023339;0.197132;0.111069;0;4.025137;164;1
white;7.3000000000;0.2700000000;0.3900000000;6.7000000000;0.0640000000;28.0000000000;188.0000000000;0.9958000000;3.2900000000;0.3000000000;9.7000000000;5;1188;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.331076;0.238278;0.558622;0.049937;0.108391;0.972445;0.000208;0.010444;0.476391;0.062837;0;4.095803;176;1
white;7.3000000000;0.2800000000;0.3600000000;12.7000000000;0.0400000000;38.0000000000;140.0000000000;0.9980000000;3.3000000000;0.7900000000;9.6000000000;6;404;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.306301;0.143026;1.954404;0.406211;0.504245;0.468842;0.002418;0.013515;0.378836;0.072498;0;5.537470;521;1
white;7.3000000000;0.2900000000;0.3000000000;13.0000000000;0.0430000000;46.0000000000;238.0000000000;0.9986000000;3.0600000000;0.4100000000;8.7000000000;6;1207;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.281526;0.047477;2.024193;0.361676;0.820928;1.497031;0.003020;0.060194;0.284401;0.159451;0;6.827071;800;1
red;7.3000000000;0.3050000000;0.3900000000;1.2000000000;0.0590000000;7.0000000000;11.0000000000;0.9933100000;3.2900000000;0.5200000000;11.5000000000;6;910;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.244363;0.238278;0.720843;0.124161;0.722902;0.884590;0.002292;0.010444;0.092411;0.111069;0;4.438527;284;1
white;7.3000000000;0.3200000000;0.2500000000;7.2000000000;0.0560000000;47.0000000000;180.0000000000;0.9961000000;3.0800000000;0.4700000000;8.8000000000;5;275;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.207201;0.206231;0.674937;0.168695;0.860514;0.888511;0.000509;0.054052;0.179679;0.149790;0;4.677293;319;1
white;7.3000000000;0.3200000000;0.4800000000;13.3000000000;0.0600000000;57.0000000000;196.0000000000;0.9982000000;3.0400000000;0.5000000000;9.2000000000;5;115;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.207201;0.524035;2.093982;0.109316;1.256368;1.056379;0.002618;0.066337;0.127318;0.111144;0;6.841872;803;1
red;7.3000000000;0.3650000000;0.4900000000;2.5000000000;0.0880000000;39.0000000000;106.0000000000;0.9966000000;3.3600000000;0.7800000000;11.0000000000;5;520;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.095713;0.555786;0.418424;0.306335;0.543830;0.112123;0.001011;0.031943;0.361383;0.062762;0;3.776484;141;1
red;7.3000000000;0.3900000000;0.3100000000;2.4000000000;0.0740000000;9.0000000000;46.0000000000;0.9962000000;3.4100000000;0.5400000000;9.4000000000;6;60;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.033776;0.015727;0.441687;0.098509;0.643731;0.517380;0.000610;0.047299;0.057503;0.091821;0;3.235217;40;1
white;7.3000000000;0.4100000000;0.2400000000;6.8000000000;0.0570000000;41.0000000000;163.0000000000;0.9949000000;3.2000000000;0.4100000000;9.9000000000;6;294;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.015773;0.237982;0.581885;0.153850;0.623001;0.710151;0.000695;0.017197;0.284401;0.043514;0;3.955623;147;1
red;7.3000000000;0.4500000000;0.3600000000;5.9000000000;0.0740000000;12.0000000000;87.0000000000;0.9978000000;3.3300000000;0.8300000000;10.5000000000;5;40;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.114873;0.143026;0.372518;0.098509;0.524975;0.087219;0.002217;0.022729;0.448651;0.014454;0;3.116345;15;1
red;7.3000000000;0.5500000000;0.0300000000;1.6000000000;0.0720000000;17.0000000000;42.0000000000;0.9956000000;3.3700000000;0.4800000000;9.0000000000;4;168;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.362622;0.904747;0.627791;0.068820;0.327048;0.559347;0.000007;0.035014;0.162225;0.130467;0;4.465262;289;1
red;7.3000000000;0.5800000000;0.3000000000;2.4000000000;0.0740000000;15.0000000000;55.0000000000;0.9968000000;3.4600000000;0.5900000000;10.2000000000;5;197;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.436947;0.047477;0.441687;0.098509;0.406218;0.422954;0.001212;0.062655;0.029764;0.014529;0;3.249126;44;1
red;7.3000000000;0.5900000000;0.2600000000;7.2000000000;0.0700000000;35.0000000000;121.0000000000;0.9981000000;3.3700000000;0.4900000000;9.4000000000;5;165;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.461722;0.174480;0.674937;0.039130;0.385489;0.269499;0.002518;0.035014;0.144772;0.091821;0;3.566556;99;1
red;7.3000000000;0.6500000000;0.0000000000;1.2000000000;0.0650000000;15.0000000000;21.0000000000;0.9946000000;3.3900000000;0.4700000000;10.0000000000;7;8;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.610372;1.000000;0.720843;0.035092;0.406218;0.779673;0.000996;0.041156;0.179679;0.033852;0;5.095055;399;1
red;7.3000000000;0.6600000000;0.0000000000;2.0000000000;0.0840000000;6.0000000000;23.0000000000;0.9983000000;3.6100000000;0.9600000000;9.9000000000;6;246;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.635147;1.000000;0.534739;0.246956;0.762487;0.758690;0.002719;0.108724;0.675548;0.043514;0;6.055698;620;1
red;7.3000000000;0.7300000000;0.2400000000;1.9000000000;0.1080000000;18.0000000000;102.0000000000;0.9967000000;3.2600000000;0.5900000000;9.3000000000;5;588;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.808572;0.237982;0.558002;0.603230;0.287462;0.070156;0.001112;0.001230;0.029764;0.101483;0;3.986167;197;1
red;7.3000000000;0.9800000000;0.0500000000;2.1000000000;0.0610000000;20.0000000000;49.0000000000;0.9970500000;3.3100000000;0.5500000000;9.7000000000;3;1468;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;1.427946;0.841246;0.511476;0.094471;0.208291;0.485905;0.001463;0.016586;0.040050;0.062837;0;4.977445;374;1
red;7.3000000000;1.0700000000;0.0900000000;1.7000000000;0.1780000000;10.0000000000;89.0000000000;0.9962000000;3.3000000000;0.5700000000;9.0000000000;5;121;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;1.650920;0.714243;0.604528;1.642360;0.604145;0.066236;0.000610;0.013515;0.005143;0.130467;0;6.719341;718;1
white;7.4000000000;0.1500000000;0.4200000000;1.7000000000;0.0450000000;49.0000000000;154.0000000000;0.9920000000;3.0000000000;0.6000000000;10.4000000000;6;504;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.628375;0.333530;0.604528;0.331987;0.939685;0.615726;0.003608;0.078622;0.047217;0.004793;0;4.557738;297;1
white;7.4000000000;0.1800000000;0.3100000000;1.4000000000;0.0580000000;38.0000000000;167.0000000000;0.9931000000;3.1600000000;0.5300000000;10.0000000000;7;44;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.554050;0.015727;0.674317;0.139005;0.504245;0.752118;0.002503;0.029482;0.074957;0.033852;0;3.749923;112;1
white;7.4000000000;0.1900000000;0.4200000000;6.4000000000;0.0670000000;39.0000000000;212.0000000000;0.9958000000;3.3000000000;0.3300000000;9.6000000000;6;1279;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.529275;0.333530;0.488833;0.005403;0.543830;1.224246;0.000208;0.013515;0.424030;0.072498;0;4.605035;309;1
white;7.4000000000;0.2000000000;0.3300000000;1.9000000000;0.0350000000;39.0000000000;138.0000000000;0.9910000000;3.1700000000;0.4400000000;11.7000000000;7;559;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.504500;0.047774;0.558002;0.480434;0.543830;0.447858;0.004612;0.026410;0.232040;0.130392;0;3.945519;146;1
white;7.4000000000;0.2000000000;0.3600000000;1.2000000000;0.0380000000;44.0000000000;111.0000000000;0.9926000000;3.3600000000;0.3400000000;9.9000000000;6;57;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.504500;0.143026;0.720843;0.435900;0.741757;0.164582;0.003005;0.031943;0.406576;0.043514;0;4.165313;186;1
white;7.4000000000;0.2400000000;0.2200000000;10.7000000000;0.0420000000;26.0000000000;81.0000000000;0.9954000000;2.8600000000;0.3600000000;9.7000000000;6;570;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.405400;0.301483;1.489143;0.376521;0.029220;0.150169;0.000193;0.121619;0.371669;0.062837;0;4.277921;209;1
white;7.4000000000;0.2400000000;0.3100000000;8.4000000000;0.0450000000;52.0000000000;183.0000000000;0.9963000000;3.0900000000;0.3200000000;8.8000000000;5;1071;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.405400;0.015727;0.954094;0.331987;1.058441;0.919986;0.000710;0.050980;0.441483;0.149790;0;5.298265;456;1
white;7.4000000000;0.2500000000;0.3700000000;6.9000000000;0.0200000000;14.0000000000;93.0000000000;0.9939000000;3.0000000000;0.4800000000;10.7000000000;7;1176;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.380625;0.174777;0.605148;0.703105;0.445804;0.024269;0.001700;0.078622;0.162225;0.033777;0;3.579719;84;1
white;7.4000000000;0.2500000000;0.3700000000;13.5000000000;0.0600000000;52.0000000000;192.0000000000;0.9975000000;3.0000000000;0.4400000000;9.1000000000;5;96;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.380625;0.174777;2.140508;0.109316;1.058441;1.014412;0.001915;0.078622;0.232040;0.120805;0;6.281128;680;1
white;7.4000000000;0.2600000000;0.3000000000;7.9000000000;0.0490000000;38.0000000000;157.0000000000;0.9963000000;3.1300000000;0.4800000000;8.9000000000;6;571;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.355851;0.047477;0.837779;0.272608;0.504245;0.647201;0.000710;0.038695;0.162225;0.140128;0;3.976586;150;1
white;7.4000000000;0.2800000000;0.3000000000;5.3000000000;0.0540000000;44.0000000000;161.0000000000;0.9941000000;3.1200000000;0.4800000000;10.3000000000;6;964;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.306301;0.047477;0.232940;0.198384;0.741757;0.689168;0.001499;0.041767;0.162225;0.004868;0;3.396053;61;1
white;7.4000000000;0.2800000000;0.4900000000;1.5000000000;0.0340000000;20.0000000000;126.0000000000;0.9918000000;2.9800000000;0.3900000000;10.6000000000;6;1462;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.306301;0.555786;0.651054;0.495279;0.208291;0.321957;0.003809;0.084764;0.319308;0.024116;0;3.940332;144;1
white;7.4000000000;0.2900000000;0.2900000000;1.6000000000;0.0450000000;53.0000000000;180.0000000000;0.9936000000;3.3400000000;0.6800000000;10.5000000000;6;475;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.281526;0.079228;0.627791;0.331987;1.098026;0.888511;0.002001;0.025800;0.186846;0.014454;0;4.505837;282;1
red;7.4000000000;0.2900000000;0.3800000000;1.7000000000;0.0620000000;9.0000000000;30.0000000000;0.9968000000;3.4100000000;0.5300000000;9.5000000000;6;310;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.281526;0.206527;0.604528;0.079627;0.643731;0.685248;0.001212;0.047299;0.074957;0.082160;0;3.676482;114;1
white;7.4000000000;0.2900000000;0.5000000000;1.8000000000;0.0420000000;35.0000000000;127.0000000000;0.9937000000;3.4500000000;0.5000000000;10.2000000000;7;701;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.281526;0.587536;0.581265;0.376521;0.385489;0.332449;0.001900;0.059584;0.127318;0.014529;0;3.717784;103;1
white;7.4000000000;0.3000000000;0.3000000000;5.2000000000;0.0530000000;45.0000000000;163.0000000000;0.9941000000;3.1200000000;0.4500000000;10.3000000000;6;965;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.256751;0.047477;0.209677;0.213229;0.781343;0.710151;0.001499;0.041767;0.214586;0.004868;0;3.451015;66;1
white;7.4000000000;0.3100000000;0.7400000000;10.7000000000;0.0390000000;51.0000000000;147.0000000000;0.9977000000;3.0200000000;0.4300000000;8.7000000000;5;1259;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.231976;1.349554;1.489143;0.421055;1.018855;0.542284;0.002116;0.072479;0.249493;0.159451;0;6.506073;741;1
white;7.4000000000;0.3800000000;0.2700000000;7.5000000000;0.0410000000;24.0000000000;160.0000000000;0.9953500000;3.1700000000;0.4300000000;10.0000000000;5;726;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.058551;0.142730;0.744727;0.391366;0.049950;0.678676;0.000243;0.026410;0.249493;0.033852;0;3.345665;44;1
red;7.4000000000;0.5200000000;0.1300000000;2.4000000000;0.0780000000;34.0000000000;61.0000000000;0.9952800000;3.4300000000;0.5900000000;10.8000000000;6;909;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.288297;0.587240;0.441687;0.157888;0.345903;0.360004;0.000313;0.053441;0.029764;0.043439;0;3.277643;48;1
red;7.4000000000;0.6000000000;0.2600000000;7.3000000000;0.0700000000;36.0000000000;121.0000000000;0.9982000000;3.3700000000;0.4900000000;9.4000000000;5;164;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.486497;0.174480;0.698200;0.039130;0.425074;0.269499;0.002618;0.035014;0.144772;0.091821;0;3.336772;67;1
red;7.4000000000;0.6100000000;0.0100000000;2.0000000000;0.0740000000;13.0000000000;38.0000000000;0.9974800000;3.4800000000;0.6500000000;9.8000000000;5;932;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.511272;0.968249;0.534739;0.098509;0.485389;0.601314;0.001895;0.068798;0.134486;0.053175;0;4.427493;281;1
red;7.4000000000;0.6300000000;0.0700000000;2.4000000000;0.0900000000;11.0000000000;37.0000000000;0.9979000000;3.4300000000;0.7600000000;9.7000000000;6;386;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.560822;0.777744;0.441687;0.336025;0.564560;0.611805;0.002317;0.053441;0.326475;0.062837;0;4.707380;328;1
red;7.4000000000;0.7850000000;0.1900000000;5.2000000000;0.0940000000;19.0000000000;98.0000000000;0.9971300000;3.1600000000;0.5200000000;9.6000000000;6;1444;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.969667;0.944834;0.396736;0.209677;0.395404;0.247877;0.028189;0.001544;0.029482;0.092411;0.072498;0;3.388319;79;1
white;7.5000000000;0.1400000000;0.3400000000;1.3000000000;0.0550000000;50.0000000000;153.0000000000;0.9945000000;3.2900000000;0.8000000000;9.6000000000;6;1146;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.653150;0.079525;0.697580;0.183540;0.979270;0.605234;0.001097;0.010444;0.396290;0.072498;0;4.330788;236;1
white;7.5000000000;0.1700000000;0.3700000000;1.5000000000;0.0600000000;18.0000000000;75.0000000000;0.9936000000;3.5400000000;0.8800000000;10.7000000000;5;1014;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.578825;0.174777;0.651054;0.109316;0.287462;0.213120;0.002001;0.087225;0.535919;0.033777;0;3.325636;41;1
white;7.5000000000;0.4200000000;0.4500000000;9.1000000000;0.0290000000;20.0000000000;125.0000000000;0.9960000000;3.1200000000;0.3600000000;10.1000000000;6;1158;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.040548;0.428783;1.116935;0.569502;0.208291;0.311466;0.000409;0.041767;0.371669;0.024191;0;3.765721;115;1
red;7.5000000000;0.5200000000;0.1100000000;1.5000000000;0.0790000000;11.0000000000;39.0000000000;0.9968000000;3.4200000000;0.5800000000;9.6000000000;5;67;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.288297;0.650741;0.651054;0.172733;0.564560;0.590822;0.001212;0.050370;0.012310;0.072498;0;3.706757;121;1
red;7.5000000000;0.5200000000;0.4200000000;2.3000000000;0.0870000000;8.0000000000;38.0000000000;0.9972000000;3.5800000000;0.6100000000;10.5000000000;6;178;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.288297;0.333530;0.464950;0.291491;0.683316;0.601314;0.001614;0.099510;0.064671;0.014454;0;3.495307;93;1
red;7.5000000000;0.5300000000;0.0600000000;2.6000000000;0.0860000000;20.0000000000;44.0000000000;0.9965000000;3.3800000000;0.5900000000;10.7000000000;6;301;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.313072;0.809495;0.395161;0.276646;0.208291;0.538363;0.000911;0.038085;0.029764;0.033777;0;3.295725;55;1
red;7.5000000000;0.5700000000;0.0800000000;2.6000000000;0.0890000000;14.0000000000;27.0000000000;0.9959200000;3.3000000000;0.5900000000;10.4000000000;6;1034;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.412172;0.745994;0.395161;0.321180;0.445804;0.716723;0.000328;0.013515;0.029764;0.004793;0;3.737594;128;1
red;7.5000000000;0.5800000000;0.0300000000;4.1000000000;0.0800000000;27.0000000000;46.0000000000;0.9959200000;3.0200000000;0.4700000000;9.2000000000;5;1227;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.436947;0.904747;0.046215;0.187577;0.068806;0.517380;0.000328;0.072479;0.179679;0.111144;0;3.177462;24;1
red;7.5000000000;0.5800000000;0.2000000000;2.0000000000;0.0730000000;34.0000000000;44.0000000000;0.9949400000;3.1000000000;0.4300000000;9.3000000000;5;1274;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.436947;0.364985;0.534739;0.083664;0.345903;0.538363;0.000655;0.047909;0.249493;0.101483;0;3.356301;70;1
red;7.5000000000;0.5800000000;0.5600000000;3.1000000000;0.1530000000;5.0000000000;14.0000000000;0.9947600000;3.2100000000;1.0300000000;11.6000000000;6;1372;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.436947;0.778041;0.278846;1.271242;0.802072;0.853115;0.000836;0.014125;0.797724;0.120730;0;6.005838;614;1
red;7.5000000000;0.6000000000;0.0300000000;1.8000000000;0.0950000000;25.0000000000;99.0000000000;0.9950000000;3.3500000000;0.5400000000;10.1000000000;5;153;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.486497;0.904747;0.581265;0.410248;0.010364;0.038681;0.000595;0.028871;0.057503;0.024191;0;3.195122;28;1
red;7.5000000000;0.6500000000;0.1800000000;7.0000000000;0.0880000000;27.0000000000;94.0000000000;0.9991500000;3.3800000000;0.7700000000;9.4000000000;5;275;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.610372;0.428486;0.628411;0.306335;0.068806;0.013777;0.003573;0.038085;0.343929;0.091821;0;3.185755;27;1
red;7.5000000000;0.7250000000;0.0400000000;1.5000000000;0.0760000000;8.0000000000;15.0000000000;0.9950800000;3.2600000000;0.5300000000;9.6000000000;5;1499;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.796184;0.872997;0.651054;0.128199;0.683316;0.842624;0.000514;0.001230;0.074957;0.072498;0;4.775733;336;1
red;7.5000000000;0.7550000000;0.0000000000;1.9000000000;0.0840000000;6.0000000000;12.0000000000;0.9967200000;3.3400000000;0.4900000000;9.7000000000;4;1294;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;0.870509;1.000000;0.558002;0.246956;0.762487;0.874099;0.001132;0.025800;0.144772;0.062837;0;5.198754;425;1
red;7.5000000000;1.1150000000;0.1000000000;3.1000000000;0.0860000000;5.0000000000;12.0000000000;0.9958000000;3.5400000000;0.6000000000;11.2000000000;4;725;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.652160;1.762408;0.682492;0.278846;0.276646;0.802072;0.874099;0.000208;0.087225;0.047217;0.082084;0;5.545457;505;1
